x in Angstrom	y in Volt
4118,80000	-0,23985
4119,00000	-0,20748
4119,20000	-0,25611
4119,40000	-0,28719
4119,60000	-0,26834
4119,80000	-0,28354
4120,00000	-0,27241
4120,20000	-0,28265
4120,40000	-0,26987
4120,60000	-0,22008
4120,80000	-0,26471
4121,00000	-0,26404
4121,20000	-0,21831
4121,40000	-0,27657
4121,60000	-0,24308
4121,80000	-0,22324
4122,00000	-0,31703
4122,20000	-0,25251
4122,40000	-0,27068
4122,60000	-0,29173
4122,80000	-0,27442
4123,00000	-0,22749
4123,20000	-0,23414
4123,40000	-0,26643
4123,60000	-0,31924
4123,80000	-0,21151
4124,00000	-0,26294
4124,20000	-0,23332
4124,40000	-0,27021
4124,60000	-0,27738
4124,80000	-0,23529
4125,00000	-0,29088
4125,20000	-0,26992
4125,40000	-0,19073
4125,60000	-0,29226
4125,80000	-0,30192
4126,00000	-0,25548
4126,20000	-0,27082
4126,40000	-0,28953
4126,60000	-0,29993
4126,80000	-0,24913
4127,00000	-0,27083
4127,20000	-0,27480
4127,40000	-0,24290
4127,60000	-0,23051
4127,80000	-0,25586
4128,00000	-0,25007
4128,20000	-0,24084
4128,40000	-0,20568
4128,60000	-0,22027
4128,80000	-0,21631
4129,00000	-0,23842
4129,20000	-0,27739
4129,40000	-0,23797
4129,60000	-0,21018
4129,80000	-0,24261
4130,00000	-0,24805
4130,20000	-0,19736
4130,40000	-0,24031
4130,60000	-0,20147
4130,80000	-0,23764
4131,00000	-0,21873
4131,20000	-0,22859
4131,40000	-0,22821
4131,60000	-0,16598
4131,80000	-0,25921
4132,00000	-0,20363
4132,20000	-0,17760
4132,40000	-0,15044
4132,60000	-0,19393
4132,80000	-0,19045
4133,00000	-0,24323
4133,20000	-0,17966
4133,40000	-0,19841
4133,60000	-0,18612
4133,80000	-0,16938
4134,00000	-0,18703
4134,20000	-0,18052
4134,40000	-0,20238
4134,60000	-0,15402
4134,80000	-0,14560
4135,00000	-0,11888
4135,20000	-0,06232
4135,40000	-0,11040
4135,60000	-0,08277
4135,80000	-0,06089
4136,00000	-0,08730
4136,20000	-0,01875
4136,40000	-0,07769
4136,60000	-0,04377
4136,80000	-0,08471
4137,00000	-0,04970
4137,20000	-0,00734
4137,40000	-0,06888
4137,60000	-0,08642
4137,80000	-0,09375
4138,00000	-0,11435
4138,20000	-0,08457
4138,40000	-0,13546
4138,60000	-0,12212
4138,80000	-0,17823
4139,00000	-0,13599
4139,20000	-0,15928
4139,40000	-0,06824
4139,60000	-0,13207
4139,80000	-0,12140
4140,00000	-0,11274
4140,20000	-0,08868
4140,40000	-0,09880
4140,60000	-0,10614
4140,80000	-0,09256
4141,00000	-0,09500
4141,20000	-0,04061
4141,40000	-0,04377
4141,60000	0,01172
4141,80000	0,01206
4142,00000	0,00120
4142,20000	0,01206
4142,40000	0,05644
4142,60000	-0,01192
4142,80000	0,04176
4143,00000	0,04597
4143,20000	0,08835
