x in Angstrom	y in Volt
6560,40000	23,99361
6560,60000	24,18652
6560,80000	24,61032
6561,00000	26,88146
6561,20000	25,70250
6561,40000	24,60618
6561,60000	23,41052
6561,80000	24,27778
6562,00000	24,39876
6562,20000	24,67785
6562,40000	24,76416
6562,60000	26,11463
6562,80000	28,34342
6563,00000	26,07613
6563,20000	24,22168
6563,40000	25,57945
6563,60000	24,93372
6563,80000	25,13232
6564,00000	24,87542
6564,20000	24,39833
6564,40000	25,90971
6564,60000	24,31533
6564,80000	24,82810
6565,00000	26,50887
6565,20000	26,44415
6565,40000	24,85188
6565,60000	24,98768
6565,80000	25,90478
6566,00000	27,61593
6566,20000	28,84318
6566,40000	26,61667
6566,60000	27,51456
6566,80000	28,04168
6567,00000	28,84240
6567,20000	27,02341
6567,40000	26,24249
6567,60000	25,16653
6567,80000	26,29800
6568,00000	26,56651
6568,20000	28,00741
6568,40000	25,42784
6568,60000	27,74677
6568,80000	29,73340
6569,00000	29,12097
6569,20000	27,01748
6569,40000	27,75455
6569,60000	28,03231
6569,80000	28,99512
6570,00000	27,65462
6570,20000	27,52346
6570,40000	27,92607
6570,60000	26,02199
6570,80000	26,34978
6571,00000	25,04697
6571,20000	26,34208
6571,40000	27,51689
6571,60000	29,34777
6571,80000	27,18267
6572,00000	27,64106
6572,20000	27,86183
6572,40000	26,13261
6572,60000	25,42718
6572,80000	24,79434
6573,00000	22,44716
6573,20000	22,54106
6573,40000	24,15219
6573,60000	27,11721
6573,80000	27,97222
6574,00000	26,97343
6574,20000	25,83318
6574,40000	24,94802
6574,60000	23,32589
6574,80000	23,38305
6575,00000	24,98822
6575,20000	26,10545
6575,40000	26,10439
6575,60000	28,02653
6575,80000	26,88446
6576,00000	27,16947
6576,20000	25,83920
6576,40000	26,28779
6576,60000	25,94805
6576,80000	27,35362
6577,00000	27,12994
6577,20000	28,01847
6577,40000	26,01991
6577,60000	25,39821
6577,80000	25,14791
6578,00000	24,24918
6578,20000	24,38274
6578,40000	26,59554
6578,60000	25,92750
6578,80000	26,03829
6579,00000	26,57995
6579,20000	24,95663
6579,40000	24,82983
6579,60000	25,15674
6579,80000	26,34147
6580,00000	27,16452
6580,20000	26,83156
