Vernier Format 2
Bandlücke-Si.cmbl 26.09.2019 12:56:17 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

135	20,4468482077	0,00854701	0,152625	577,018544958	2,1472446784
135,5	20,8386007907	0,00854701	0,167277	587,587050069	2,10862373474
136	21,0994128787	0,00854701	0,152625	594,607906878	2,08372607506
136,5	21,6215715057	0,00610501	0,140415	608,626836081	2,03573014949
137	21,8823835937	0,021978	0,135531	615,610268985	2,01263699198
137,5	22,4045422207	0,00854701	0,144078	629,552966682	1,96806315842
138	22,6653543087	0,00610501	0,145299	636,497671591	1,94658999601
138,5	22,9267008477	0,01221	0,137973	643,443377958	1,92557735839
139	23,5140624967	0,00732601	0,135531	659,004389782	1,88010887213
139,5	23,7748745847	0,00610501	0,142857	665,891995421	1,86066210214
140	24,2970332117	0,00610501	0,150183	679,639713241	1,82302472304
140,5	24,5578452997	0,013431	0,148962	686,485469149	1,80484519437
141	25,1452069487	0,00732601	0,147741	701,850142854	1,76533411386
141,5	25,3413504657	0,00732601	0,19536	706,96467291	1,75256281888
142	25,6673655757	0,00610501	0,28083	715,447303707	1,73178372967
142,5	26,1895242027	0,00732601	0,444444	728,985044335	1,69962334567
143	26,4503362907	0,031746	0,59707	735,724383243	1,6840545566
143,5	26,9724949177	0,00976801	0,71917	749,170918495	1,65382821118
144	27,2333070057	0,00854701	0,764347	755,864073082	1,63918361002
144,5	27,7554656327	0,010989	0,752137	769,216891944	1,61072905831
145	28,0168121717	0,00732601	0,766789	775,876214145	1,59690421927
145,5	28,5384363477	0,00976801	0,771673	789,11922128	1,57010495574
146	28,8649859087	0,014652	0,770452	797,376449999	1,55384573999
146,5	29,3871445357	0,00854701	0,769231	810,525975895	1,52863700467
147	29,6479566237	0,00732601	0,765568	817,068867952	1,51639604518
147,5	29,9093031627	0,00610501	0,777778	823,608184973	1,50435610355
148	30,4309273387	0,00732601	0,783883	836,608705882	1,48097909009
148,5	30,6922738777	0,00854701	0,793651	843,096279786	1,46958304728
149	31,2144325047	0,00854701	0,813187	856,005491854	1,4474206203
149,5	31,4752445927	0,00976801	0,830281	862,426934198	1,4366434429
150	31,8012597027	0,014652	0,842491	870,428591468	1,4234366979
150,5	32,3234183297	0,00610501	0,866911	883,185538354	1,40287623177
151	32,5847648687	0,00610501	0,90232	889,543062098	1,39284993925
151,5	33,1063890447	0,00854701	0,946276	902,176642271	1,37334524299
152	33,3677355837	0,00854701	0,974359	908,478324418	1,36381900008
152,5	33,8898942107	0,00732601	1,02808	921,012062948	1,34525925321
153	34,1507062987	0,00610501	1,06716	927,243936848	1,33621795815
153,5	34,6728649257	0,00610501	1,13431	939,662587102	1,31855840278
154	34,9988800357	0,00610501	1,19414	947,376789782	1,30782178048
154,5	35,3254295967	0,00610501	1,25397	955,072890411	1,29728318376
155	35,7823852017	0,01221	1,33578	965,790256658	1,28288724333
155,5	36,0431972897	0,00732601	1,39805	971,87980967	1,27484899642
156	36,6305589387	0,00732601	1,44811	985,519846329	1,25720451457
156,5	36,8913710267	0,00610501	1,51038	991,543448832	1,24956702751
157	37,1527175657	0,01221	1,58608	997,55878579	1,24203206633
157,5	37,6743417417	0,023199	1,61416	1009,50267989	1,22733700928
158	37,9356882807	0,0598291	1,61661	1015,45546381	1,22014213735
158,5	38,4578469077	0,105006	1,60317	1027,28546074	1,20609124469
159	38,7186589957	0,125763	1,5812	1033,16251495	1,19923050059
159,5	39,2408176227	0,212454	1,52381	1044,86421072	1,18580001812
160	39,5016297107	0,306471	1,42735	1050,67663259	1,17924008355
160,5	40,0237883377	0,41514	1,32112	1062,247842	1,16639446183
161	40,2846004257	0,521368	1,19658	1067,99454612	1,16011828384
161,5	40,8067590527	0,605617	1,05739	1079,43310837	1,14782471502
162	41,1333086137	0,676435	0,937729	1086,54109587	1,14031581936
162,5	41,3941207017	0,730159	0,871795	1092,1928388	1,13441505564
163	41,9162793287	0,766789	0,76801	1103,43977927	1,12285239601
163,5	42,1770914167	0,781441	0,689866	1109,023232	1,11719931941
164	42,6992500437	0,818071	0,615385	1120,13240553	1,10611923544
164,5	42,9605965827	0,799756	0,537241	1125,65780092	1,10068974691
165	43,5474237807	0,819292	0,504274	1137,97900918	1,08877227963
165,5	43,8087703197	0,847375	0,449328	1143,42797975	1,0835837691
166	44,1347854297	0,826618	0,396825	1150,19190256	1,07721154813
166,5	44,5917410347	0,858364	0,344322	1159,60975601	1,0684628976
167	44,8525531227	0,849817	0,30525	1164,95206721	1,06356307258
167,5	45,3747117497	0,814408	0,267399	1175,57498592	1,05395233383
168	45,6360582887	0,84127	0,21978	1180,8552734	1,04923950285
168,5	46,1576824647	0,846154	0,17094	1191,32068812	1,04002223109
169	46,4842320257	0,838828	0,153846	1197,82209419	1,03437731364
169,5	46,9411876307	0,810745	0,137973	1206,85444166	1,02663582055
170	47,2672027407	0,805861	0,129426	1213,25168568	1,02122256629
170,5	47,7893613677	0,782662	0,144078	1223,41583806	1,01273823786
171	48,0501734557	0,791209	0,140415	1228,45471368	1,00858418809
171,5	48,4419260387	0,776557	0,120879	1235,97548799	1,00244706472
172	48,8336786217	0,747253	0,128205	1243,43848109	0,996430477936
172,5	49,0944907097	0,73138	0,137973	1248,3748108	0,992490387727
173	49,6166493367	0,710623	0,130647	1258,17974845	0,984755955202
173,5	49,8774614247	0,698413	0,131868	1263,03811743	0,98096801902
174	50,4648230737	0,695971	0,144078	1273,88341385	0,972616478499
174,5	50,7256351617	0,704518	0,148962	1278,65630654	0,968985953194
175	51,2477937887	0,693529	0,136752	1288,13215305	0,961857831953
175,5	51,5091403277	0,68254	0,139194	1292,83480102	0,958359102821
176	51,7699524157	0,672772	0,136752	1297,50101599	0,954912547065
176,5	52,2921110427	0,660562	0,137973	1306,76211725	0,948145024745
177	52,5529231307	0,681319	0,141636	1311,34733249	0,944829771106
177,5	53,1402847797	0,660562	0,131868	1321,57381635	0,937518574196
178	53,4016313187	0,644689	0,1221	1326,07950676	0,934333117799
178,5	53,9232554947	0,631258	0,133089	1334,98987778	0,928096924646
