Vernier Format 2
Bandlücke-Ge1.cmbl 26.09.2019 16:22:46 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

107	0,391752583	2,27839	0,041514	22,6006023478	54,8215477152
107,5	0,782970715	0,759463	0,034188	45,1693177516	27,4301242896
108	1,109520276	0,420024	0,034188	64,0058440575	19,3576073911
108,5	1,305129342	0,322344	0,01221	75,2883058842	16,4567390041
109	1,892490991	0,242979	0,019536	109,160716696	11,3502369488
109,5	2,153303079	0,228327	0,03663	124,197956783	9,97600952621
110	2,675461706	0,208791	0,04884	154,295204585	8,03006161686
110,5	2,936808245	0,186813	0,041514	169,35457554	7,31601136874
111	3,262823355	0,155067	0,025641	188,135318403	6,58568529564
111,5	3,784981982	0,142857	0,020757	218,202350528	5,6782156425
112	4,04579407	0,129426	0,037851	233,213848494	5,31272052669
112,5	4,437546653	0,105006	0,032967	255,752678336	4,84452404589
113	4,829299236	0,1221	0,0573871	278,279551874	4,45235732074
113,5	5,090111324	0,112332	0,029304	293,269830654	4,22477824343
114	5,677472973	0,0891331	0,020757	327,00594854	3,78892190045
114,5	5,873082039	0,0769231	0,017094	338,233635652	3,66314839626
115	6,1996316	0,0537241	0,015873	356,968275197	3,47089667651
115,5	6,721255776	0,0769231	0,034188	386,870333144	3,20262344732
116	6,982602315	0,0793651	0,029304	401,840097092	3,083315998
116,5	7,243414403	0,101343	0,042735	416,770913202	2,9728562161
117	7,504760942	0,108669	0,037851	431,723662588	2,86989133876
117,5	8,026385118	0,0512821	0,026862	461,540840837	2,68448616108
118	8,287731657	0,04884	0,037851	476,465750313	2,60039677393
118,5	8,809890284	0,0683761	0,046398	506,255049515	2,44738299635
119	9,135905394	0,0647131	0,032967	524,833140553	2,36075031141
119,5	9,33151446	0,0781441	0,046398	535,97187738	2,31168845287
120	9,918876109	0,0586081	0,021978	569,380459084	2,17604938883
120,5	10,180222648	0,04884	0,030525	584,226579299	2,1207525366
121	10,702381275	0,047619	0,032967	613,851748044	2,01840265821
121,5	10,963193363	0,0537241	0,035409	628,630232376	1,97095197811
122	11,224005451	0,0647131	0,040293	643,395690901	1,9257200779
122,5	11,746164078	0,0781441	0,046398	672,916494596	1,84123886091
123	12,072713639	0,04884	0,014652	691,350078518	1,79214559815
123,5	12,268322705	0,04884	0,037851	702,381410387	1,76399884974
124	12,855684354	0,014652	0,013431	735,455832786	1,68466948628
124,5	13,116496442	0,043956	0,040293	750,117627375	1,65174094673
125	13,377842981	0,043956	0,034188	764,793875467	1,6200443541
125,5	13,899467157	0,0610501	0,042735	794,038469144	1,56037780051
126	14,160813696	0,0549451	0,046398	808,666133919	1,5321526994
126,5	14,682972323	0,013431	0,014652	837,840857979	1,478801121
127	15,008987433	0,020757	0,014652	856,021264392	1,44739395099
127,5	15,204596499	0,047619	0,037851	866,916242714	1,42920381342
128	15,791958148	0,0622711	0,037851	899,569713613	1,3773251603
128,5	15,988101665	0,144078	0,042735	910,453125517	1,36086083432
129	16,314116775	0,258852	0,042735	928,519052029	1,33438295886
129,5	16,836275402	0,617827	0,017094	957,391273918	1,29414173051
130	17,09708749	1,2674	0,021978	971,782981229	1,27497602236
130,5	17,619246117	2,09158	0,018315	1000,53507618	1,23833739516
131	17,880592656	2,89621	0,040293	1014,89478299	1,22081620752
131,5	18,141404744	3,45788	0,042735	1029,20407343	1,20384288401
132	18,728766393	3,73016	0,018315	1061,35075315	1,16738033711
132,5	18,989578481	3,78388	0,019536	1075,58960669	1,15192634095
133	19,25092502	3,73993	0,00732601	1089,83528224	1,13686904819
133,5	19,773083647	3,63736	0,035409	1118,22929697	1,10800173395
134	20,033895735	3,5177	0,020757	1132,37714045	1,09415843516
134,5	20,359910845	3,30159	0,020757	1150,02891436	1,07736421627
135	20,882069472	3,0525	0,017094	1178,22287699	1,05158372341
135,5	21,078212989	2,88645	0,04884	1188,7884916	1,04223754584
136	21,404228099	3,0232	0,018315	1206,31898439	1,02709152059
136,5	21,926386726	3,76923	0,010989	1234,31490307	1,00379570636
137	22,187198814	4,50672	0,02442	1248,26028961	0,992581443397
137,5	22,644154419	4,72894	0,00732601	1272,63076107	0,973573826673
138	22,970169529	4,48718	0,021978	1289,96849382	0,960488574672
138,5	23,231516068	4,06716	0,023199	1303,83696972	0,950272180319
139	23,818877717	3,72894	0,042735	1334,90615792	0,92815513109
139,5	24,014486783	3,50672	0,032967	1345,22215212	0,921037464371
140	24,341036344	3,38339	0,040293	1362,40866612	0,909418760182
140,5	24,86266052	3,31136	0,03663	1389,77004632	0,891514393537
141	25,124007059	3,16728	0,013431	1403,43559822	0,882833527646
141,5	25,384819147	3,0293	0,00854701	1417,0440941	0,874355290114
142	25,906977774	2,94994	0,031746	1444,20045176	0,857914147924
142,5	26,167789862	2,84493	0,02442	1457,71995508	0,849957494021
143	26,429136401	2,67521	0,00854701	1471,23686387	0,842148555699
143,5	26,951295028	2,5873	0,02442	1498,15108498	0,827019392386
144	27,212107116	2,46276	0,026862	1511,54796467	0,819689503053
144,5	27,799468765	2,38217	0,046398	1541,60328056	0,80370872041
145	28,060280853	2,25519	0,037851	1554,89729068	0,79683719782
145,5	28,321627392	2,14896	0,00854701	1568,18622439	0,790084736575
146	28,843251568	2,00855	0,031746	1594,61191716	0,776991559306
146,5	29,104598107	1,94017	0,035409	1607,80227759	0,770617144452
147	29,365410195	1,84371	0,02442	1620,93231475	0,76437491481
147,5	29,887568822	1,75946	0,043956	1647,11808864	0,752222933221
148	30,214118383	1,65079	0,02442	1663,42485864	0,744848794081
